"Time","T0104","","T0104","","T0104","","T0104","","T0104","","T0104","","T0104",""
"and","10.00","","400.00","","430.00","","500.00","","515.00","","550.00","","750.00",""
"Date","Pioggia (mm)","","Temp. aria (°C)","","Umidita' aria (%)","","Dir. Vento (°)","","Vel. Vento (m/s)","","Pressione atm. (hPa)","","Rad.Sol.Tot. (kJ/m2)",""
"","Total","Qual","Mean","Qual","Mean","Qual","Mean","Qual","Mean","Qual","Mean","Qual","Total","Qual"
00:00:00 19/04/2010,         0.0,      1,         1.9,      1,        63.4,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 20/04/2010,         0.0,      1,         3.5,      1,        50.8,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 21/04/2010,         0.0,      1,         3.8,      1,        46.2,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 22/04/2010,         0.0,      1,         3.7,      1,        66.4,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 23/04/2010,         0.4,      1,         2.2,      1,        96.4,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 24/04/2010,         0.0,      1,         4.8,      1,        85.8,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 25/04/2010,         0.0,      1,         6.3,      1,        81.2,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 26/04/2010,         5.8,      1,         5.3,      1,        84.7,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 27/04/2010,         1.0,      1,         3.7,      1,        89.2,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 28/04/2010,         0.0,      1,         5.5,      1,"",    151,"",    151,"",    151,"",    255,"",    255
00:00:00 29/04/2010,         0.0,      1,         6.3,      1,        83.8,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 30/04/2010,         0.0,      1,         6.8,      1,        87.8,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 01/05/2010,         0.0,      1,         5.7,      1,        86.0,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 02/05/2010,        12.4,      1,         3.0,      1,        98.8,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 03/05/2010,        11.0,      1,         3.8,      1,        95.5,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 04/05/2010,        38.6,      1,         1.1,      1,       100.0,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 05/05/2010,        60.8,      1,         1.3,      1,       100.0,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 06/05/2010,        14.8,      1,         0.3,      1,       100.0,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 07/05/2010,         0.0,      1,         0.4,      1,        93.4,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 08/05/2010,         6.4,      1,         0.7,      1,        98.1,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 09/05/2010,         2.2,      1,         2.3,      1,        93.0,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 10/05/2010,         3.6,      1,         2.7,      1,        98.7,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 11/05/2010,         6.0,      1,         2.9,      1,        98.7,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 12/05/2010,        11.8,      1,         3.2,      1,        95.8,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 13/05/2010,         2.2,      1,         3.1,      1,        93.5,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 14/05/2010,         5.0,      1,         2.1,      1,        93.6,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 15/05/2010,         0.8,      1,         1.1,      1,        85.3,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 16/05/2010,         0.0,      1,         1.1,      1,        61.2,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 17/05/2010,         0.0,      1,         1.7,      1,        60.4,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 18/05/2010,         0.0,      1,         2.6,      1,        46.0,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 19/05/2010,         0.6,      1,         1.7,      1,        50.7,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 20/05/2010,         0.0,      1,         4.0,      1,        65.7,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 21/05/2010,         0.0,      1,         5.7,      1,        57.7,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 22/05/2010,         0.0,      1,         6.6,      1,        65.8,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 23/05/2010,         0.2,      1,         7.4,      1,        60.0,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 24/05/2010,         0.0,      1,         9.3,      1,        65.3,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 25/05/2010,         0.0,      1,        10.8,      1,        71.7,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 26/05/2010,         0.2,      1,         8.6,      1,        86.4,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 27/05/2010,        10.8,      1,         5.9,      1,        92.0,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 28/05/2010,         2.0,      1,         6.3,      1,        90.2,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 29/05/2010,         0.8,      1,         6.1,      1,        95.1,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 30/05/2010,         6.6,      1,         6.3,      1,        95.5,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 31/05/2010,         0.2,      1,         4.3,      1,        60.4,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 01/06/2010,         0.0,      1,         5.8,      1,        54.5,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 02/06/2010,         0.0,      1,         5.8,      1,        60.8,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 03/06/2010,         0.2,      1,         7.1,      1,        73.5,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 04/06/2010,         0.0,      1,         9.9,      1,        77.2,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 05/06/2010,         0.0,      1,        11.8,      1,        74.5,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 06/06/2010,         0.0,      1,        12.6,      1,        79.1,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 07/06/2010,         7.6,      1,         9.8,      1,        95.7,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 08/06/2010,         0.2,      1,        10.7,      1,        93.3,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 09/06/2010,         0.0,      1,        11.2,      1,        82.0,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 10/06/2010,         0.0,      1,        12.5,      1,        76.0,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 11/06/2010,         0.0,      1,        13.5,      1,        72.4,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 12/06/2010,         0.0,      1,        13.8,      1,        78.9,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 13/06/2010,        21.2,      1,        11.4,      1,        96.2,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 14/06/2010,         4.6,      1,         9.3,      1,        98.5,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 15/06/2010,        14.6,      1,         8.3,      1,       100.0,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 16/06/2010,        22.0,      1,         8.1,      1,       100.0,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 17/06/2010,         9.0,      1,         7.1,      1,        96.9,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 18/06/2010,         0.2,      1,         7.2,      1,        81.0,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 19/06/2010,        20.2,      1,         4.9,      1,        85.8,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 20/06/2010,        38.2,      1,         1.1,      1,       100.0,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 21/06/2010,         0.0,      1,         5.1,      1,        73.5,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 22/06/2010,         0.0,      1,         6.2,      1,        72.0,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 23/06/2010,         0.0,      1,         8.0,      1,        71.3,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 24/06/2010,         0.0,      1,         9.6,      1,        81.7,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 25/06/2010,         0.6,      1,        10.4,      1,        83.7,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 26/06/2010,         0.0,      1,        11.3,      1,        70.7,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 27/06/2010,         0.0,      1,        12.7,      1,        71.1,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 28/06/2010,         3.6,      1,        13.2,      1,        88.5,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 29/06/2010,         0.0,      1,        13.0,      1,        85.8,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 30/06/2010,         0.8,      1,        13.3,      1,        77.2,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 01/07/2010,         6.0,      1,        13.3,      1,        82.8,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 02/07/2010,        40.0,      1,        13.9,      1,        83.9,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 03/07/2010,         2.0,      1,        14.1,      1,        79.9,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 04/07/2010,         1.8,      1,        15.5,      1,        67.1,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 05/07/2010,         2.0,      1,        13.5,      1,        86.4,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 06/07/2010,         0.0,      1,        13.0,      1,        66.1,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 07/07/2010,         0.0,      1,        11.5,      1,        66.4,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 08/07/2010,         0.0,      1,        13.6,      1,        88.0,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 09/07/2010,         0.0,      1,        16.9,      1,        69.9,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 10/07/2010,         0.0,      1,        17.2,      1,        72.0,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 11/07/2010,         2.2,      1,        14.8,      1,        88.6,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 12/07/2010,         2.0,      1,        15.3,      1,        73.8,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 13/07/2010,         0.2,      1,        15.0,      1,        84.9,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 14/07/2010,         0.0,      1,        16.1,      1,        83.4,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 15/07/2010,         0.0,      1,        16.9,      1,        76.4,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 16/07/2010,         0.2,      1,        17.3,      1,        83.7,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 17/07/2010,         0.0,      1,        16.7,      1,        76.7,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 18/07/2010,        15.4,      1,        10.1,      1,        83.5,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 19/07/2010,         0.0,      1,        12.4,      1,        77.0,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 20/07/2010,         0.0,      1,        13.4,      1,        90.4,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 21/07/2010,         3.4,      1,        13.5,      1,        88.0,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 22/07/2010,         0.0,      1,        15.3,      1,        83.3,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 23/07/2010,         6.6,      1,        13.3,      1,        84.7,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 24/07/2010,         0.4,      1,         7.6,      1,        67.1,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 25/07/2010,         0.0,      1,         8.2,      1,        56.2,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 26/07/2010,         0.0,      1,         8.2,      1,        54.7,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 27/07/2010,         2.0,      1,         7.8,      1,        81.3,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 28/07/2010,         0.0,      1,        10.2,      1,        61.7,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 29/07/2010,        23.8,      1,         7.1,      1,        95.8,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 30/07/2010,         2.2,      1,         7.0,      1,        75.8,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 31/07/2010,         0.0,      1,         9.9,      1,        68.7,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 01/08/2010,         0.2,      1,        13.0,      1,        82.9,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 02/08/2010,         0.0,      1,        13.7,      1,        82.9,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 03/08/2010,         7.0,      1,        10.6,      1,        95.0,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 04/08/2010,         0.0,      1,         9.6,      1,        83.9,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 05/08/2010,        29.4,      1,         6.6,      1,       100.0,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 06/08/2010,         0.0,      1,         6.7,      1,        85.0,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 07/08/2010,         0.0,      1,         9.2,      1,        77.4,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 08/08/2010,        27.6,      1,        10.6,      1,        85.5,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 09/08/2010,         0.2,      1,        11.8,      1,        87.5,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 10/08/2010,         5.4,      1,        11.0,      1,        91.0,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 11/08/2010,         1.6,      1,        11.8,      1,        84.7,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 12/08/2010,         7.4,      1,        10.2,      1,        94.6,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 13/08/2010,        30.4,      1,         8.5,      1,        97.3,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 14/08/2010,        46.0,      1,         8.8,      1,        97.2,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 15/08/2010,        28.2,      1,         8.4,      1,        96.9,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 16/08/2010,         8.0,      1,         6.4,      1,        94.0,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 17/08/2010,         0.0,      1,         9.7,      1,        83.6,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 18/08/2010,         0.0,      1,        10.2,      1,        91.3,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 19/08/2010,         0.2,      1,        11.8,      1,        92.6,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 20/08/2010,         0.4,      1,        12.5,      1,        95.8,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 21/08/2010,         0.2,      1,        14.6,      1,        83.5,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 22/08/2010,         0.4,      1,        15.2,      1,        87.7,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 23/08/2010,         0.2,      1,        14.8,      1,        82.6,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 24/08/2010,         0.2,      1,        13.3,      1,        92.8,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 25/08/2010,         0.2,      1,        13.4,      1,        91.5,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 26/08/2010,         0.2,      1,        15.4,      1,        82.9,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 27/08/2010,         1.6,      1,        13.1,      1,        94.0,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 28/08/2010,         0.2,      1,        10.7,      1,        71.3,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 29/08/2010,         0.0,      1,         6.2,      1,        66.9,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 30/08/2010,         8.6,      1,         4.0,      1,        79.2,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 31/08/2010,         0.2,      1,         3.8,      1,        59.2,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 01/09/2010,         0.0,      1,         5.1,      1,        55.1,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 02/09/2010,         0.0,      1,         6.4,      1,        77.1,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 03/09/2010,         0.2,      1,         7.0,      1,        96.4,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 04/09/2010,         0.2,      1,         8.4,      1,        85.6,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 05/09/2010,         0.0,      1,         7.6,      1,        91.5,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 06/09/2010,         0.0,      1,         7.5,      1,        95.6,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 07/09/2010,         9.2,      1,         7.7,      1,        99.7,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 08/09/2010,        10.0,      1,         7.4,      1,        97.1,      1,"",    151,"",    151,"",    255,"",    255
00:00:00 09/09/2010,        12.2,      1,         6.0,      1,        94.5,      1,"",    151,"",    151,"",    255,"",    255
